transaction_id,beneficiary_ref,scheme,amount,transaction_date,withdrawn,withdrawal_channel,device_id,time_to_withdraw_hours
1111111210,36169,PM-KISAN,10402.7,2026-04-07 08:40:50,True,ATM,,117.66
1111111211,42092,MGNREGA,11349.11,2026-04-10 05:55:28,True,AEPS,,55.75
1111111212,26060,PMAY,11069.22,2026-04-19 11:55:12,True,Online,DEV0107,82.52
1111111213,35783,PM-KISAN,11388.71,2026-04-07 14:55:11,True,AEPS,,68.98
1111111214,44222,PM-KISAN,10753.44,2026-04-25 17:10:32,True,AEPS,,109.51
1111111215,45805,MGNREGA,11110.36,2026-04-14 14:26:34,True,ATM,,110.56
1111111216,15197,PM-KISAN,11598.44,2026-04-22 10:27:29,True,AEPS,,111.64
1111111217,33339,PMAY,11718.02,2026-04-12 04:40:26,True,Bank,,55.48
1111111218,11975,MGNREGA,10535.05,2026-04-28 22:03:28,True,Online,DEV0013,119.98
1111111219,26800,PM-KISAN,11609.16,2026-04-28 17:32:06,True,Bank,,49.36
1111111220,14790,MGNREGA,10223.95,2026-04-30 11:47:28,True,ATM,,110.1
1111111221,8024,PMAY,10366.43,2026-04-08 21:24:37,False,Online,DEV0106,75.63
1111111222,39997,PM-KISAN,10195.05,2026-04-20 22:09:07,True,ATM,,55.67
1111111223,6647,MGNREGA,10425.4,2026-04-09 17:12:31,True,Online,DEV0081,77.02
1111111224,24193,PM-KISAN,11521.9,2026-04-29 15:07:41,True,ATM,,85.55
1111111225,45258,PM-KISAN,11774.24,2026-04-01 03:42:48,True,AEPS,,59.91
1111111226,36218,PMAY,10567.08,2026-04-02 06:38:14,True,Bank,,80.63
1111111227,21457,PMAY,10311.08,2026-04-17 15:33:12,True,Online,DEV0166,106.47
1111111228,22222,MGNREGA,11253.12,2026-04-03 21:20:24,True,AEPS,,52.12
1111111229,33980,MGNREGA,10669.83,2026-04-12 11:59:02,True,AEPS,,71.24
1111111230,19054,PM-KISAN,11232.88,2026-04-12 04:24:38,True,Bank,,117.2
1111111231,30234,PMAY,11328.61,2026-04-20 05:57:26,True,AEPS,,70.58
1111111232,16786,MGNREGA,11965.7,2026-04-10 10:25:51,True,ATM,,95.04
1111111233,24548,MGNREGA,11366.87,2026-04-16 06:45:16,True,ATM,,53.96
1111111234,3168,PMAY,10758.07,2026-04-10 16:17:41,True,AEPS,,116.14
1111111235,4937,PMAY,11841.61,2026-04-04 01:17:49,True,AEPS,,57.46
1111111236,17636,PMAY,11293.3,2026-04-13 19:14:54,True,Bank,,61.96
1111111237,24823,MGNREGA,10758.55,2026-04-10 22:12:05,True,Bank,,90.12
1111111238,43674,PM-KISAN,10254.75,2026-04-15 05:14:59,True,ATM,,117.42
1111111239,32272,PMAY,11068.84,2026-04-27 20:43:35,True,ATM,,67.44
1111111240,41828,MGNREGA,11040.04,2026-04-24 16:46:10,True,Bank,,48.28
1111111241,20155,PM-KISAN,11454.75,2026-04-21 09:15:54,True,ATM,,55.13
1111111242,49119,PMAY,11147.89,2026-04-19 19:08:14,True,Online,DEV0052,105.43
1111111243,42757,MGNREGA,11124.15,2026-04-12 14:26:38,True,Online,DEV0074,80.67
1111111244,23234,PMAY,11482.64,2026-04-09 13:43:35,True,ATM,,117.53
1111111245,24692,PM-KISAN,11493.85,2026-04-30 15:55:45,True,AEPS,,88.26
1111111246,24476,PMAY,11586.06,2026-04-06 00:55:41,True,Bank,,49.79
1111111247,23367,PMAY,11232.07,2026-04-03 19:39:24,True,Online,DEV0028,71.68
1111111248,31940,MGNREGA,10838.75,2026-04-12 21:54:46,True,Bank,,62.95
1111111249,4614,MGNREGA,10276.32,2026-04-25 21:20:37,True,ATM,,62.89
1111111250,29491,PMAY,10448.86,2026-04-19 00:57:30,True,ATM,,78.01
1111111251,32101,PMAY,10366.48,2026-04-08 18:54:55,True,ATM,,105.84
1111111252,15245,PM-KISAN,11569.53,2026-04-25 21:26:48,True,AEPS,,96.47
1111111253,44505,MGNREGA,10239.91,2026-04-05 09:03:30,True,Bank,,78.87
1111111254,4892,PM-KISAN,10863.86,2026-04-21 11:24:52,True,AEPS,,110.44
1111111255,17214,PMAY,11863.07,2026-04-07 18:36:51,True,Bank,,83.45
1111111256,33162,MGNREGA,11218.73,2026-04-30 09:09:14,True,Online,DEV0039,81.86
1111111257,45211,PM-KISAN,10256.11,2026-04-10 00:03:07,True,AEPS,,96.73
1111111258,41036,PM-KISAN,11917.88,2026-04-06 04:15:40,True,Bank,,64.51
1111111259,41479,MGNREGA,11787.23,2026-04-03 01:54:32,True,AEPS,,48.35
1111111260,19133,PMAY,10467.1,2026-04-25 11:39:01,True,AEPS,,119.83
1111111261,15575,MGNREGA,10998.73,2026-04-29 15:42:51,True,Online,DEV0078,56.87
1111111262,44216,PMAY,11644.49,2026-04-20 15:42:07,True,Bank,,64.35
1111111263,18841,PM-KISAN,11599.54,2026-04-23 19:46:35,True,ATM,,82.13
1111111264,23677,PM-KISAN,10066.16,2026-04-04 11:51:26,True,ATM,,90.12
1111111265,7979,MGNREGA,10601.4,2026-04-14 04:22:37,True,ATM,,74.68
1111111266,25956,PMAY,10109.71,2026-04-27 03:44:50,True,ATM,,61.17
1111111267,14841,PMAY,11321.73,2026-04-06 21:04:44,True,ATM,,76.15
1111111268,22757,PMAY,10093.79,2026-04-25 06:33:54,True,Online,DEV0032,85.44
1111111269,34877,MGNREGA,11888.76,2026-04-29 05:45:21,True,AEPS,,68.05
1111111270,35984,MGNREGA,11755.79,2026-04-27 18:15:34,True,ATM,,112.21
1111111271,12677,MGNREGA,10567.63,2026-04-12 00:02:24,True,Bank,,58.05
1111111272,6975,PMAY,10755.37,2026-04-03 00:54:24,True,Bank,,105.28
1111111273,40027,PM-KISAN,10499.25,2026-04-06 04:46:02,True,ATM,,7.07
1111111274,14710,PMAY,11633.91,2026-04-05 07:30:51,True,ATM,,49.22
1111111275,16874,PMAY,11549.83,2026-04-22 22:28:50,True,Online,DEV0161,65.72
1111111276,43299,MGNREGA,10723.94,2026-04-25 07:43:41,True,Bank,,60.23
1111111277,17379,MGNREGA,10841.45,2026-04-25 06:48:23,True,Online,DEV0170,82.17
1111111278,14862,PM-KISAN,11582.13,2026-04-19 02:05:54,True,AEPS,,99.9
1111111279,47215,PMAY,10764.44,2026-04-14 09:09:52,True,Online,DEV0125,97.29
1111111280,26772,PM-KISAN,11264.07,2026-04-27 14:32:44,True,Bank,,8.23
1111111281,21373,MGNREGA,10785.76,2026-04-25 16:42:30,True,Online,DEV0070,110.11
1111111282,21677,MGNREGA,11774.72,2026-04-26 00:55:32,True,ATM,,50.93
1111111283,890,PMAY,11908.22,2026-04-19 13:53:01,True,Bank,,113.41
1111111284,38343,PMAY,11403.5,2026-04-26 21:18:05,True,Bank,,90.19
1111111285,32760,PM-KISAN,10168.69,2026-04-03 07:33:27,True,Bank,,74.27
1111111286,34851,PM-KISAN,10252.68,2026-04-12 09:57:11,True,Bank,,117.9
1111111287,12754,PM-KISAN,10205.86,2026-04-11 11:40:40,True,Bank,,57.71
1111111288,8327,PMAY,11426.11,2026-04-29 00:01:21,True,AEPS,,82.5
1111111289,44067,MGNREGA,11479.8,2026-04-02 21:43:23,True,Bank,,78.69
1111111290,22661,MGNREGA,10785.16,2026-04-04 16:31:09,True,Bank,,49.88
1111111291,28153,PMAY,11047.43,2026-04-06 06:46:37,True,Bank,,69.21
1111111292,30817,MGNREGA,10274.64,2026-04-16 17:09:17,True,AEPS,,119.57
1111111293,44269,PM-KISAN,11419.12,2026-04-20 13:25:45,True,Bank,,93.81
1111111294,8416,PMAY,11614.66,2026-04-19 17:08:42,True,Bank,,92.02
1111111295,44726,PM-KISAN,10643.17,2026-04-25 05:29:04,True,ATM,,111.55
1111111296,13349,PM-KISAN,11887.67,2026-04-20 00:12:20,True,Bank,,48.85
1111111297,43932,MGNREGA,10622.78,2026-04-14 10:54:23,True,AEPS,,85.83
1111111298,14117,PM-KISAN,10802.13,2026-04-01 04:09:05,True,Bank,,76.36
1111111299,37518,MGNREGA,10217.53,2026-04-12 13:10:07,True,Bank,,57.51
1111111300,11384,MGNREGA,10572.45,2026-04-16 05:43:10,True,Bank,,67.44
1111111301,5471,PMAY,11349.7,2026-04-09 18:24:56,True,ATM,,92.91
1111111302,42376,MGNREGA,10164.2,2026-04-02 11:56:47,True,AEPS,,65.13
1111111303,30740,PM-KISAN,11169.73,2026-04-16 11:17:50,True,AEPS,,75.45
1111111304,44317,PMAY,27684.96,2026-04-08 19:56:41,True,AEPS,,48.63
1111111305,17020,PM-KISAN,10658.27,2026-04-11 02:31:32,True,Bank,,52.51
1111111306,33726,PMAY,11452.33,2026-04-04 13:38:21,True,ATM,,55.03
1111111307,45921,MGNREGA,10805.42,2026-04-28 01:18:13,True,AEPS,,114.19
1111111308,4106,MGNREGA,10947.19,2026-04-06 22:58:14,True,AEPS,,69.12
1111111309,15733,MGNREGA,10916.86,2026-04-30 11:14:26,True,Online,DEV0172,76.7
1111111310,15496,MGNREGA,10385.27,2026-04-02 17:41:40,True,Online,DEV0112,81.02
1111111311,7848,PMAY,11179.2,2026-04-30 02:19:16,True,AEPS,,111.06
1111111312,47474,PM-KISAN,10150.74,2026-04-06 00:08:42,True,AEPS,,72.07
1111111313,14647,PM-KISAN,10616.04,2026-04-02 18:55:46,True,ATM,,98.69
1111111314,13071,PMAY,11973.71,2026-04-20 11:46:32,False,Bank,,118.51
1111111315,36795,MGNREGA,11596.88,2026-04-19 01:51:56,True,AEPS,,69.04
1111111316,13147,PM-KISAN,10588.22,2026-04-15 13:14:34,True,Online,DEV0053,110.5
1111111317,698,MGNREGA,10466.22,2026-04-09 02:55:03,True,Online,DEV0040,100.09
1111111318,3142,MGNREGA,10446.2,2026-04-18 23:59:54,True,Bank,,58.87
1111111319,26127,MGNREGA,11455.44,2026-04-25 23:19:17,True,AEPS,,75.04
1111111320,15914,MGNREGA,11356.9,2026-04-23 20:10:09,True,Bank,,110.3
1111111321,6071,MGNREGA,10386.86,2026-04-28 18:36:09,True,ATM,,103.8
1111111322,10266,MGNREGA,11681.27,2026-04-10 12:09:14,True,Bank,,110.36
1111111323,34560,PM-KISAN,11078.81,2026-04-08 01:49:58,True,Bank,,68.67
1111111324,35240,MGNREGA,10523.86,2026-04-03 15:48:23,True,ATM,,109.42
1111111325,30061,PM-KISAN,10651.71,2026-04-02 04:01:45,True,ATM,,96.46
1111111326,15736,MGNREGA,10094.26,2026-04-06 18:58:35,True,Online,DEV0045,114.49
1111111327,38432,PMAY,11675.13,2026-04-04 07:53:40,True,Online,DEV0140,76.06
1111111328,36004,MGNREGA,10935.22,2026-04-24 04:57:50,True,AEPS,,99.3
1111111329,36942,MGNREGA,10344.65,2026-04-24 12:47:05,True,Online,DEV0081,86.9
1111111330,2729,MGNREGA,21828.52,2026-04-27 22:09:27,True,ATM,,85.46
1111111331,31907,MGNREGA,10324.51,2026-04-14 08:01:03,True,Online,DEV0144,58.01
1111111332,21008,PMAY,10791.55,2026-04-15 04:00:25,True,Bank,,89.44
1111111333,5673,MGNREGA,10968.69,2026-04-04 14:37:02,True,AEPS,,109.09
1111111334,32553,PMAY,10245.47,2026-04-12 07:47:19,True,Online,DEV0119,87.52
1111111335,23449,MGNREGA,11664.0,2026-04-19 02:44:06,True,AEPS,,82.54
1111111336,10982,MGNREGA,10584.61,2026-04-09 02:01:39,True,Online,DEV0143,50.78
1111111337,43983,PM-KISAN,11794.8,2026-04-18 04:01:50,True,AEPS,,112.88
1111111338,43156,PMAY,10243.9,2026-04-19 01:51:03,True,Online,DEV0199,101.4
1111111339,30206,PM-KISAN,11686.26,2026-04-23 02:54:03,True,Bank,,79.04
1111111340,16209,MGNREGA,11292.07,2026-04-08 06:19:27,True,AEPS,,110.64
1111111341,5909,PM-KISAN,11375.62,2026-04-26 16:23:29,False,Bank,,114.53
1111111342,47698,PMAY,11893.11,2026-04-14 21:46:01,True,Bank,,77.64
1111111343,1700,PM-KISAN,11688.19,2026-04-02 14:55:41,True,ATM,,100.25
1111111344,34093,MGNREGA,10771.46,2026-04-03 17:11:14,True,Online,DEV0146,70.24
1111111345,39255,MGNREGA,10120.13,2026-04-29 20:28:12,True,Online,DEV0101,119.99
1111111346,46016,PMAY,10056.86,2026-04-05 01:52:34,True,AEPS,,86.13
1111111347,21372,PMAY,11922.85,2026-04-07 02:42:32,True,ATM,,105.68
1111111348,22318,PMAY,11061.11,2026-04-13 00:19:13,True,Bank,,80.47
1111111349,49325,MGNREGA,11779.33,2026-04-27 16:06:59,True,AEPS,,119.83
1111111350,22183,PMAY,11022.07,2026-04-19 03:45:26,True,AEPS,,67.32
1111111351,8484,PM-KISAN,11508.77,2026-04-30 02:51:08,True,Online,DEV0011,4.53
1111111352,1866,PM-KISAN,10774.62,2026-04-24 05:11:31,True,Bank,,48.74
1111111353,45138,PMAY,11293.88,2026-04-23 15:33:07,True,AEPS,,114.8
1111111354,49260,PM-KISAN,10896.71,2026-04-21 14:43:51,False,Bank,,89.59
1111111355,16164,MGNREGA,11004.07,2026-04-06 10:38:12,True,Online,DEV0018,87.71
1111111356,8635,PMAY,11521.64,2026-04-20 16:12:33,True,ATM,,71.73
1111111357,35675,PM-KISAN,11603.83,2026-04-29 17:43:02,True,Bank,,94.03
1111111358,32456,PMAY,11650.65,2026-04-30 07:12:01,True,Bank,,88.53
1111111359,19256,PM-KISAN,11032.59,2026-04-26 02:03:35,True,Online,DEV0049,112.39
1111111360,1974,PMAY,11313.7,2026-04-27 21:52:49,True,Bank,,72.62
1111111361,13155,PMAY,11148.33,2026-04-18 21:39:55,True,Bank,,48.34
1111111362,20535,PM-KISAN,10723.6,2026-04-08 18:20:05,True,Bank,,89.57
1111111363,8023,PM-KISAN,11030.29,2026-04-18 02:12:49,True,Bank,,105.45
1111111364,38443,PM-KISAN,11567.73,2026-04-25 06:11:54,True,Bank,,112.06
1111111365,17791,PMAY,11765.12,2026-04-04 20:02:22,True,AEPS,,98.34
1111111366,22348,PMAY,10789.57,2026-04-22 04:20:20,True,Online,DEV0076,74.33
1111111367,37532,PMAY,11169.09,2026-04-26 18:14:40,True,ATM,,55.22
1111111368,12910,PM-KISAN,10857.56,2026-04-20 12:15:12,True,ATM,,60.71
1111111369,4878,PMAY,10957.45,2026-04-02 01:13:54,True,Bank,,116.22
1111111370,25375,PMAY,11333.47,2026-04-04 17:33:23,True,Online,DEV0073,109.03
1111111371,39096,PM-KISAN,10104.45,2026-04-02 23:23:33,True,ATM,,116.72
1111111372,27359,PM-KISAN,10425.99,2026-04-02 18:58:58,False,ATM,,111.22
1111111373,45148,PM-KISAN,10200.87,2026-04-16 20:27:54,True,ATM,,69.63
1111111374,41603,PMAY,10200.67,2026-04-17 02:26:25,True,Bank,,104.0
1111111375,31489,MGNREGA,11436.55,2026-04-25 22:01:43,True,AEPS,,60.79
1111111376,1613,PM-KISAN,10478.75,2026-04-15 08:36:10,True,Online,DEV0016,55.23
1111111377,39316,PM-KISAN,10472.46,2026-04-02 23:15:07,True,ATM,,71.15
1111111378,48148,PMAY,10640.41,2026-04-06 07:26:20,True,Bank,,58.84
1111111379,16885,PM-KISAN,23813.63,2026-04-23 10:49:22,True,AEPS,,112.74
1111111380,27572,MGNREGA,11940.02,2026-04-09 11:21:26,True,AEPS,,114.21
1111111381,13149,PM-KISAN,10391.59,2026-04-21 07:46:25,True,Bank,,104.26
1111111382,42747,PM-KISAN,11168.06,2026-04-17 15:09:54,True,AEPS,,64.03
1111111383,44816,PM-KISAN,11165.69,2026-04-30 12:46:08,True,Bank,,90.82
1111111384,11095,PMAY,11702.27,2026-04-01 14:44:41,True,ATM,,67.66
1111111385,5769,PM-KISAN,11468.5,2026-04-19 19:11:03,True,Online,DEV0057,119.37
1111111386,49059,PM-KISAN,10886.71,2026-04-17 19:29:07,True,ATM,,53.64
1111111387,40667,PMAY,11291.09,2026-04-20 11:21:32,True,Bank,,65.86
1111111388,21460,MGNREGA,11966.46,2026-04-02 03:49:02,True,Bank,,95.85
1111111389,48287,MGNREGA,11730.68,2026-04-22 20:58:27,True,ATM,,83.95
1111111390,4573,PM-KISAN,10689.85,2026-04-29 03:49:44,True,ATM,,79.26
1111111391,38567,MGNREGA,10707.07,2026-04-24 17:07:00,True,ATM,,66.92
1111111392,20720,PM-KISAN,11548.21,2026-04-11 17:49:36,True,AEPS,,48.38
1111111393,16294,PM-KISAN,10470.06,2026-04-10 22:28:00,True,Online,DEV0175,106.34
1111111394,2857,PM-KISAN,10199.27,2026-04-16 12:52:08,True,AEPS,,98.93
1111111395,6653,MGNREGA,11889.8,2026-04-30 02:00:39,True,AEPS,,105.34
1111111396,14718,PM-KISAN,10262.81,2026-04-25 11:44:32,True,AEPS,,59.19
1111111397,38327,MGNREGA,10599.62,2026-04-22 20:36:49,True,Online,DEV0021,51.34
1111111398,23384,PM-KISAN,10319.56,2026-04-11 03:38:37,True,ATM,,59.18
1111111399,10908,MGNREGA,10612.58,2026-04-05 12:59:02,True,Bank,,71.47
1111111400,46097,PMAY,10775.62,2026-04-06 04:59:45,True,ATM,,87.89
1111111401,7255,PMAY,11677.5,2026-04-21 13:21:50,True,Bank,,75.85
1111111402,28420,MGNREGA,11694.11,2026-04-26 03:58:29,True,Bank,,80.52
1111111403,42279,PMAY,11222.73,2026-04-02 03:08:10,True,Bank,,83.33
1111111404,14096,PM-KISAN,11092.06,2026-04-16 16:01:33,True,ATM,,102.64
1111111405,19019,PMAY,11879.47,2026-04-28 19:29:51,True,Bank,,51.53
1111111406,38499,MGNREGA,10101.36,2026-04-22 14:57:28,True,ATM,,53.29
1111111407,5952,PMAY,11016.72,2026-04-19 21:22:21,True,Bank,,115.9
1111111408,42695,PMAY,10162.46,2026-04-21 22:25:01,False,Bank,,95.59
1111111409,37102,MGNREGA,11769.81,2026-04-28 11:56:45,True,ATM,,93.48
1111111410,46613,PMAY,11527.06,2026-04-21 20:17:32,True,AEPS,,101.21
1111111411,45124,PM-KISAN,10612.15,2026-04-08 10:10:30,True,Bank,,82.29
1111111412,39331,MGNREGA,11463.93,2026-04-26 18:17:55,True,AEPS,,115.63
1111111413,45759,MGNREGA,10091.95,2026-04-23 20:33:36,True,Bank,,117.9
1111111414,37106,PM-KISAN,10919.87,2026-04-22 08:49:40,True,Bank,,96.55
1111111415,14773,MGNREGA,10040.81,2026-04-22 21:20:03,True,Online,DEV0114,77.01
1111111416,15791,PMAY,10391.32,2026-04-30 06:54:02,True,Online,DEV0012,94.47
1111111417,11554,PM-KISAN,11477.36,2026-04-14 08:19:21,True,Bank,,91.32
1111111418,26124,MGNREGA,11291.82,2026-04-06 18:09:36,True,ATM,,98.3
1111111419,15043,PMAY,11960.09,2026-04-28 05:47:59,True,Online,DEV0186,93.37
1111111420,24007,PM-KISAN,10664.6,2026-04-06 10:17:44,True,Bank,,119.05
